"species","n_LAI","mean_LAI","sd_LAI","se_LAI","within_sp_var_LAI"
"Melecta_separata","56","82.821429","110.226231","14.7296","163.712378"
"Centris_vittata","51","115.019608","63.280168","8.860996","179.762611"
"Melissodes_saponellus","18","32.944444","80.8677","19.0607","509.327398"
"Hasinamelissa_isaloensis","1","255",NA,NA,"9167.893166"
"Eucera_angustifrons","17","35.470588","82.674148","20.051426","539.287833"
"Epeolus_ainsliei","6","45.666667","102.564451","41.871762","1527.982194"
"Holcopasites_stevensi","20","30.7","76.744347","17.160558","458.394658"
"Paranomada_velutina","25","27.32","68.654157","13.730831","366.715727"
"Diadasia_afflictula","11","26.272727","75.869745","22.875589","833.444833"
"Eufriesea_atlantica","2","61","25.455844","18","4583.946583"
"Epeolus_lectoides","49","69.816327","95.787237","13.683891","187.099861"
"Triepeolus_pectoralis","60","129.95","122.100046","15.763048","152.798219"
"Ceratina_waini","1","32",NA,NA,"9167.893166"
"Svastra_nevadensis","4","72.5","121.845531","60.922765","2291.973292"
"Svastra_helianthelli","29","58.62069","102.252982","18.987902","316.134247"
"Oxytrigona_mediorufa","7","116.714286","54.539632","20.614043","1309.699024"
"Melecta_pacifica","87","33.126437","71.595245","7.675816","105.378082"
"Anthophora_salazariae","21","100.952381","123.902573","27.037758","436.566341"
"Epeolus_flavofasciatus","8","24.75","33.448254","11.825744","1145.986646"
"Leiopodus_singularis","30","44.7","85.428393","15.597019","305.596439"
"Nomada_obliterata","26","113.730769","123.484269","24.217258","352.611276"
"Bombus_patagiatus","51","73","102.973395","14.419159","179.762611"
"Bombus_bohemicus","507","80.453649","104.055679","4.621275","18.08263"
"Epeolus_lectus","2","5","2.828427","2","4583.946583"
"Epeolus_deyrupi","2","141.5","160.513239","113.5","4583.946583"
"Epeolus_chamaesarachae","4","67","125.347517","62.673758","2291.973292"
"Epeolus_gibbsi","0","NaN",NA,NA,"Inf"
"Nomada_bluethgeni","3","18.666667","14.640128","8.452482","3055.964389"
"Epeolus_packeri","1","39",NA,NA,"9167.893166"
"Epeolus_splendidus","9","6.333333","2.783882","0.927961","1018.654796"
"Epeolus_obscuripes","6","107","100.023997","40.834626","1527.982194"
"Epeolus_floridensis","1","28",NA,NA,"9167.893166"
"Epeolus_howardi","5","20.4","9.914636","4.43396","1833.578633"
"Epeolus_australis","15","97.2","115.87259","29.918174","611.192878"
"Nomada_lepida","43","96.488372","117.508332","17.919853","213.206818"
"Epeolus_novomexicanus","6","47.5","101.689232","41.514455","1527.982194"
"Epeolus_zonatus","11","101","99.80481","30.092282","833.444833"
"Triepeolus_utahensis","18","136.888889","121.762009","28.699581","509.327398"
"Bombus_lapponicus","277","124.924188","124.447175","7.477306","33.097087"
"Bombus_kirbiellus","48","37.541667","83.223861","12.01233","190.997774"
"Agapostemon_sericeus","193","77.300518","108.41439","7.803839","47.502037"
"Eulaema_cingulata","173","122.312139","64.138891","4.87639","52.993602"
"Bombus_sichelii","59","54.711864","92.030739","11.981382","155.38802"
"Bombus_sylvarum","420","74.42619","96.945901","4.730476","21.828317"
"Meliwillea_bivea","3","144","31.192948","18.009257","3055.964389"
"Epeolus_brumleyi","8","37.625","87.938189","31.090845","1145.986646"
"Nomada_dentariae","8","14.125","7.120142","2.51735","1145.986646"
"Epeolus_rufulus","2","3","0","0","4583.946583"
"Epeolus_erigeronis","5","84.6","100.545015","44.965098","1833.578633"
"Eucera_chrysopyga","19","48.684211","73.20599","16.794606","482.520693"
"Plebeia_emerina","16","180.875","75.714265","18.928566","572.993323"
"Ceratina_dentipes","36","133.361111","85.959177","14.326529","254.663699"
"Tetragonisca_angustula","243","127.1893","74.175225","4.758343","37.727955"
"Melipona_fasciata","17","102.882353","49.643583","12.040337","539.287833"
"Nomada_tiftonensis","22","90.363636","115.182483","24.556988","416.722417"
"Anthophora_pachyodonta","25","85.76","118.573212","23.714642","366.715727"
"Exaerete_azteca","5","83.2","99.845881","44.652435","1833.578633"
"Bombus_lapidarius","690","84.485507","103.725581","3.948765","13.286802"
"Triepeolus_matildae","2","134.5","170.412734","120.5","4583.946583"
"Triepeolus_brittaini","1","14",NA,NA,"9167.893166"
"Nomada_mutabilis","21","80.142857","100.780596","21.992129","436.566341"
"Halictus_farinosus","138","44.615942","82.661858","7.036645","66.434008"
"Megachile_xylocopoides","187","80.860963","100.839124","7.374087","49.026167"
"Agapostemon_virescens","343","75.206997","106.187029","5.733561","26.728552"
"Halictus_poeyi","92","128.336957","109.420479","11.407874","99.651013"
"Agapostemon_splendens","248","81.967742","106.241222","6.746324","36.967311"
"Halictus_tripartitus","246","43.47561","82.799176","5.279083","37.267858"
"Halictus_ligatus","756","69.945767","98.500861","3.582442","12.126843"
"Anthidium_oblongatum","288","99.489583","110.860806","6.532536","31.832962"
"Colletes_latitarsis","90","94.333333","114.793806","12.10033","101.86548"
"Osmia_lignaria","388","69.311856","102.695094","5.213553","23.628591"
"Hylaeus_modestus","321","68.722741","101.955663","5.69061","28.560415"
"Lasioglossum_sisymbrii","235","50.885106","92.940471","6.062768","39.012311"
"Andrena_prunorum","200","49.555","88.965563","6.290815","45.839466"
"Augochlora_pura","349","79.194842","106.103246","5.679577","26.269035"
"Agapostemon_melliventris","210","54.914286","96.285671","6.644343","43.656634"
"Anthidiellum_notatum","256","65.726562","96.471612","6.029476","35.812083"
"Lasioglossum_coriaceum","160","74.475","108.157581","8.550608","57.299332"
"Andrena_erythronii","56","63.339286","101.103058","13.510464","163.712378"
"Anthidium_illustre","37","59.351351","96.483509","15.861791","247.780896"
"Halictus_parallelus","202","50.445545","87.840196","6.180415","45.38561"
"Megachile_mendica","328","74.042683","101.997143","5.63185","27.950894"
"Colletes_inaequalis","244","86.004098","111.022539","7.10749","37.573333"
"Andrena_cerasifolii","82","60.939024","97.392974","10.755255","111.803575"
"Andrena_hirticincta","131","94.282443","116.807289","10.2055","69.983917"
"Osmia_montana","102","50.647059","89.11486","8.823686","89.881306"
"Halictus_rubicundus","881","75.192963","102.253924","3.445022","10.406235"
"Megachile_latimanus","190","89.9","115.336524","8.367391","48.252069"
"Hoplitis_hypocrita","58","79.775862","109.432514","14.369193","158.067124"
"Colletes_simulans","188","81.351064","110.854263","8.084878","48.765389"
"Megachile_pugnata","245","76.677551","108.788928","6.95027","37.419972"
"Agapostemon_angelicus","301","48.259136","89.672102","5.168614","30.458117"
"Hylaeus_verticalis","114","67.105263","102.830935","9.630999","80.420115"
"Megachile_perihirta","195","70.738462","102.465274","7.337691","47.014837"
"Andrena_asteris","96","92.4375","115.73498","11.812152","95.498887"
"Hylaeus_leptocephalus","141","107.319149","117.51397","9.896462","65.020519"
"Osmia_integra","57","63.894737","100.225938","13.27525","160.840231"
"Dieunomia_heteropoda","140","49.75","87.257341","7.374591","65.484951"
"Colletes_thoracicus","118","110.991525","113.933891","10.488465","77.69401"
"Osmia_bucephala","224","59.642857","97.196796","6.494234","40.928094"
"Hoplitis_fulgida","127","38.102362","74.807354","6.638079","72.188135"
"Megachile_policaris","241","65.950207","99.824458","6.430259","38.04105"
"Halictus_confusus","441","73.845805","103.445501","4.925976","20.788873"
"Andrena_milwaukeensis","165","83.478788","112.04472","8.72267","55.562989"
"Agapostemon_texanus","382","75.361257","104.02617","5.322442","23.99972"
"Megachile_montivaga","266","52.289474","91.112179","5.586446","34.465764"
"Coelioxys_sayi","195","80.707692","106.183617","7.603967","47.014837"
"Coelioxys_echinatus","190","74.357895","103.268327","7.491872","48.252069"
"Lasioglossum_pectorale","168","66.797619","99.189202","7.652613","54.570793"
"Lasioglossum_pilosum","145","89.37931","111.862954","9.289713","63.226849"
"Sphecodes_ranunculi","69","92.492754","115.88859","13.951347","132.868017"
"Hylaeus_hyalinatus","269","109.018587","109.77832","6.693302","34.081387"
"Stelis_laticincta","41","63.390244","89.565305","13.987751","223.60715"
"Agapostemon_tyleri","43","23.302326","54.048715","8.242352","213.206818"
"Perdita_octomaculata","83","97.662651","116.325477","12.76838","110.456544"
"Osmia_taurus","129","77.992248","106.57762","9.383636","71.068939"
"Augochlorella_aurata","381","70.125984","102.15906","5.233767","24.062712"
"Calliopsis_andreniformis","209","74.976077","105.487852","7.296747","43.865518"
"Andrena_nubecula","149","87.95302","113.902539","9.33126","61.529484"
"Lasioglossum_fuscipenne","141","67.219858","98.420533","8.288504","65.020519"
"Anthidium_palliventre","29","163.896552","112.733043","20.934001","316.134247"
"Lasioglossum_coeruleum","96","65.010417","101.266558","10.335475","95.498887"
"Megachile_albitarsis","172","79.947674","91.832307","7.002148","53.301704"
"Hoplitis_producta","235","64.710638","99.576117","6.49563","39.012311"
"Andrena_vicina","160","80.725","109.585494","8.663494","57.299332"
"Nomada_illinoensis","31","68.516129","102.65894","18.43809","295.738489"
"Kelita_tuberculata","8","104.75","125.015142","44.199527","1145.986646"
"Bombus_infirmus","1","28",NA,NA,"9167.893166"
"Bombus_honshuensis","20","44.05","75.268974","16.830654","458.394658"
"Bombus_trinominatus","10","105.8","41.739403","13.199158","916.789317"
"Bombus_weisi","49","76.265306","52.201044","7.457292","187.099861"
"Bombus_wilmattae","8","127.375","53.038901","18.752083","1145.986646"
"Epicharis_lunulata","22","103.045455","65.276319","13.916958","416.722417"
"Bombus_macgregori","6","135.666667","33.488306","13.671544","1527.982194"
"Centris_sericea","3","88.666667","80.027079","46.203656","3055.964389"
"Melissodes_raphaelis","6","135.666667","63.823716","26.055923","1527.982194"
"Centris_albiceps","5","48","32.163644","14.384019","1833.578633"
"Tetrapedia_maura","10","173.3","81.130964","25.655864","916.789317"
"Centris_lutea","13","128.692308","92.185849","25.567754","705.222551"
"Xylocopa_nautlana","39","150.205128","71.515983","11.451722","235.074184"
"Diadasia_angusticeps","12","77.666667","87.994146","25.401722","763.991097"
"Thyreus_nitidulus","75","141.24","90.10082","10.403947","122.238576"
"Melissodes_ecuadorius","8","131.5","108.060829","38.205272","1145.986646"
"Martinapis_occidentalis","11","168.363636","120.455197","36.318608","833.444833"
"Xylocopa_nobilis","1","104",NA,NA,"9167.893166"
"Hopliphora_velutina","4","142.75","90.171596","45.085798","2291.973292"
"Nomada_ovata","39","74.102564","107.741111","17.252385","235.074184"
"Bombus_exil","3","6.666667","3.511885","2.027588","3055.964389"
"Epeolus_glabratus","10","103.1","105.544567","33.376123","916.789317"
"Biastes_cressoni","14","28.928571","65.86287","17.602592","654.849512"
"Exomalopsis_binotata","6","33.333333","37.734158","15.404905","1527.982194"
"Bombus_polaris","106","126.301887","124.618058","12.103976","86.489558"
"Hexepeolus_rhodogyne","16","99.375","124.557818","31.139454","572.993323"
"Oreopasites_favreauae","5","55","111.821286","50.007999","1833.578633"
"Anthophora_balneorum","13","69","106.450301","29.524001","705.222551"
"Ammobatoides_radoszkowskii","1","7",NA,NA,"9167.893166"
"Melipona_lateralis","25","101.12","60.062689","12.012538","366.715727"
"Euglossa_piliventris","8","107.875","43.076137","15.229714","1145.986646"
"Leurotrigona_pusilla","4","194","74.310161","37.15508","2291.973292"
"Melecta_thoracica","25","47.08","92.862766","18.572553","366.715727"
"Eucera_acerba","9","14.777778","12.234968","4.078323","1018.654796"
"Ceratina_sequoiae","29","40.275862","61.271","11.377739","316.134247"
"Ceratina_neomexicana","56","47.428571","91.802329","12.267602","163.712378"
"Plebeia_wittmanni","3","73","5.567764","3.21455","3055.964389"
"Anthidium_palmarum","63","54.761905","94.341472","11.885908","145.522114"
"Bombus_vestalis","265","92.543396","101.045852","6.207197","34.595823"
"Amegilla_albiceps","12","33.916667","26.537994","7.660859","763.991097"
"Amegilla_albigenella","5","7","0","0","1833.578633"
"Amegilla_bombiformis","34","133.970588","94.219758","16.158555","269.643917"
"Amegilla_dawsoni","23","63.695652","103.785371","21.640746","398.604051"
"Amegilla_rhodoscymna","13","94.769231","94.247152","26.139457","705.222551"
"Amegilla_aeruginosa","63","52.809524","67.621064","8.519453","145.522114"
"Amegilla_adelaidae","27","74.185185","88.723875","17.074918","339.551599"
"Amegilla_alpha","2","26.5","2.12132","1.5","4583.946583"
"Amegilla_asserta","61","91.016393","84.264957","10.789022","150.293331"
"Amegilla_cingulata","47","141.106383","97.28158","14.189977","195.061557"
"Amegilla_murrayensis","38","48.342105","67.930122","11.019721","241.260346"
"Amegilla_pulchra","50","124.18","95.456303","13.49956","183.357863"
"Amegilla_thorogoodi","18","125.722222","97.865938","23.067223","509.327398"
"Amegilla_walkeri","9","108.333333","110.358507","36.786169","1018.654796"
"Amphylaeus_obscuriceps","21","139.428571","89.254452","19.476918","436.566341"
"Amphylaeus_morosus","24","123.125","67.450666","13.76831","381.995549"
"Apis_cerana","482","109.537344","94.946356","4.324688","19.020525"
"Austroplebeia_australis","40","45.95","53.781109","8.50354","229.197329"
"Austroplebeia_cassiae","8","33.75","3.24037","1.145644","1145.986646"
"Braunsapis_clarissima","9","85.333333","98.540601","32.846867","1018.654796"
"Braunsapis_falcata","10","90.9","82.806937","26.185853","916.789317"
"Braunsapis_hirsuta","7","48.571429","14.455185","5.463546","1309.699024"
"Braunsapis_hyalina","4","86","113.299014","56.649507","2291.973292"
"Braunsapis_plebeia","21","60.761905","84.065989","18.344703","436.566341"
"Braunsapis_plumosa","1","14",NA,NA,"9167.893166"
"Braunsapis_protuberans","12","121.75","102.470506","29.580687","763.991097"
"Braunsapis_unicolor","18","132.166667","106.687697","25.146531","509.327398"
"Callomelitta_antipodes","28","128.607143","101.546318","19.19045","327.424756"
"Ceratina_australensis","23","83.217391","84.178899","17.552514","398.604051"
"Ceylalictus_perditellus","29","78.37931","102.023602","18.945307","316.134247"
"Ctenocolletes_albomarginatus","17","13.176471","7.48528","1.815447","539.287833"
"Ctenocolletes_nigricans","4","13","6.055301","3.02765","2291.973292"
"Ctenocolletes_rufescens","9","11.222222","3.419714","1.139905","1018.654796"
"Ctenocolletes_smaragdinus","10","21.2","19.406757","6.136955","916.789317"
"Ctenocolletes_tigris","16","7.375","1.024695","0.256174","572.993323"
"Ctenoplectra_australica","1","255",NA,NA,"9167.893166"
"Euryglossina_globuliceps","7","187","49.020404","18.527971","1309.699024"
"Euryglossina_hypochroma","40","106.075","98.517833","15.577037","229.197329"
"Euryglossina_narifera","2","145.5","154.856385","109.5","4583.946583"
"Euryglossula_fultoni","16","46.3125","82.716962","20.67924","572.993323"
"Brevineura_elongata","1","104",NA,NA,"9167.893166"
"Brevineura_ploratula","2","255","0","0","4583.946583"
"Brevineura_rufitarsis","1","36",NA,NA,"9167.893166"
"Brevineura_xanthoclypeata","7","169.428571","86.715737","32.775468","1309.699024"
"Exoneura_angophorae","20","163.65","92.158488","20.607264","458.394658"
"Exoneura_bicolor","54","122.555556","81.140611","11.041839","169.775799"
"Exoneura_nigrihirta","1","255",NA,NA,"9167.893166"
"Exoneura_pictifrons","25","107.52","99.65947","19.931894","366.715727"
"Exoneura_robusta","34","141.382353","69.213335","11.869989","269.643917"
